Graph_Index,Timestamp,Stage
121,2019-07-15 14:46:07,BENIGN
122,2019-07-15 14:46:37,BENIGN
123,2019-07-15 14:47:07,BENIGN
124,2019-07-15 14:47:37,BENIGN
125,2019-07-15 14:48:07,BENIGN
126,2019-07-15 14:48:37,BENIGN
127,2019-07-15 14:49:07,BENIGN
128,2019-07-15 14:49:37,BENIGN
129,2019-07-15 14:50:07,BENIGN
130,2019-07-15 14:50:37,BENIGN
131,2019-07-15 14:51:07,BENIGN
132,2019-07-15 14:51:37,BENIGN
133,2019-07-15 14:52:07,BENIGN
134,2019-07-15 14:52:37,BENIGN
135,2019-07-15 14:53:07,BENIGN
136,2019-07-15 14:53:37,BENIGN
137,2019-07-15 14:54:07,BENIGN
138,2019-07-15 14:54:37,BENIGN
139,2019-07-15 14:55:07,BENIGN
140,2019-07-15 14:55:37,BENIGN
141,2019-07-15 14:56:07,BENIGN
142,2019-07-15 14:56:37,BENIGN
143,2019-07-15 14:57:07,BENIGN
144,2019-07-15 14:57:37,BENIGN
145,2019-07-15 14:58:07,BENIGN
146,2019-07-15 14:58:37,BENIGN
147,2019-07-15 14:59:07,BENIGN
148,2019-07-15 14:59:37,BENIGN
149,2019-07-15 15:00:07,BENIGN
150,2019-07-15 15:00:37,BENIGN
151,2019-07-15 15:01:07,BENIGN
152,2019-07-15 15:01:37,BENIGN
153,2019-07-15 15:02:07,BENIGN
154,2019-07-15 15:02:37,BENIGN
155,2019-07-15 15:03:07,BENIGN
156,2019-07-15 15:03:37,BENIGN
157,2019-07-15 15:04:07,BENIGN
158,2019-07-15 15:04:37,BENIGN
159,2019-07-15 15:05:07,BENIGN
160,2019-07-15 15:05:37,BENIGN
161,2019-07-15 15:06:07,BENIGN
162,2019-07-15 15:06:37,BENIGN
163,2019-07-15 15:07:07,BENIGN
164,2019-07-15 15:07:37,BENIGN
165,2019-07-15 15:08:07,BENIGN
166,2019-07-15 15:08:37,BENIGN
167,2019-07-15 15:09:07,BENIGN
168,2019-07-15 15:09:37,BENIGN
169,2019-07-15 15:10:07,BENIGN
170,2019-07-15 15:10:37,BENIGN
171,2019-07-15 15:11:07,BENIGN
172,2019-07-15 15:11:37,BENIGN
173,2019-07-15 15:12:07,BENIGN
174,2019-07-15 15:12:37,BENIGN
175,2019-07-15 15:13:07,BENIGN
176,2019-07-15 15:13:37,BENIGN
177,2019-07-15 15:14:07,BENIGN
178,2019-07-15 15:14:37,BENIGN
179,2019-07-15 15:15:07,BENIGN
180,2019-07-15 15:15:37,BENIGN
181,2019-07-15 15:16:07,BENIGN
182,2019-07-15 15:16:37,BENIGN
183,2019-07-15 15:17:07,BENIGN
184,2019-07-15 15:17:37,BENIGN
185,2019-07-15 15:18:07,BENIGN
186,2019-07-15 15:18:37,BENIGN
187,2019-07-15 15:19:07,BENIGN
188,2019-07-15 15:19:37,BENIGN
189,2019-07-15 15:20:07,BENIGN
190,2019-07-15 15:20:37,BENIGN
191,2019-07-15 15:21:07,BENIGN
192,2019-07-15 15:21:37,BENIGN
193,2019-07-15 15:22:07,BENIGN
194,2019-07-15 15:22:37,BENIGN
195,2019-07-15 15:23:07,BENIGN
196,2019-07-15 15:23:37,BENIGN
197,2019-07-15 15:24:07,BENIGN
198,2019-07-15 15:24:37,BENIGN
199,2019-07-15 15:25:07,BENIGN
200,2019-07-15 15:25:37,BENIGN
201,2019-07-15 15:26:07,BENIGN
202,2019-07-15 15:26:37,BENIGN
203,2019-07-15 15:27:07,BENIGN
204,2019-07-15 15:27:37,BENIGN
205,2019-07-15 15:28:07,BENIGN
206,2019-07-15 15:28:37,BENIGN
207,2019-07-15 15:29:07,BENIGN
208,2019-07-15 15:29:37,BENIGN
209,2019-07-15 15:30:07,BENIGN
210,2019-07-15 15:30:37,BENIGN
211,2019-07-15 15:31:07,BENIGN
212,2019-07-15 15:31:37,BENIGN
213,2019-07-15 15:32:07,BENIGN
214,2019-07-15 15:32:37,BENIGN
215,2019-07-15 15:33:07,BENIGN
216,2019-07-15 15:33:37,BENIGN
217,2019-07-15 15:34:07,BENIGN
218,2019-07-15 15:34:37,BENIGN
219,2019-07-15 15:35:07,BENIGN
220,2019-07-15 15:35:37,BENIGN
221,2019-07-15 15:36:07,BENIGN
222,2019-07-15 15:36:37,BENIGN
223,2019-07-15 15:37:07,BENIGN
224,2019-07-15 15:37:37,BENIGN
225,2019-07-15 15:38:07,BENIGN
226,2019-07-15 15:38:37,BENIGN
227,2019-07-15 15:39:07,BENIGN
228,2019-07-15 15:39:37,BENIGN
229,2019-07-15 15:40:07,BENIGN
230,2019-07-15 15:40:37,BENIGN
231,2019-07-15 15:41:07,BENIGN
232,2019-07-15 15:41:37,BENIGN
233,2019-07-15 15:42:07,BENIGN
234,2019-07-15 15:42:37,BENIGN
235,2019-07-15 15:43:07,BENIGN
236,2019-07-15 15:43:37,BENIGN
237,2019-07-15 15:44:07,BENIGN
238,2019-07-15 15:44:37,BENIGN
239,2019-07-15 15:45:07,BENIGN
240,2019-07-15 15:45:37,BENIGN
241,2019-07-15 15:46:07,BENIGN
242,2019-07-15 15:46:37,BENIGN
243,2019-07-15 15:47:07,BENIGN
244,2019-07-15 15:47:37,BENIGN
245,2019-07-15 15:48:07,BENIGN
246,2019-07-15 15:48:37,BENIGN
247,2019-07-15 15:49:07,BENIGN
248,2019-07-15 15:49:37,BENIGN
249,2019-07-15 15:50:07,BENIGN
250,2019-07-15 15:50:37,BENIGN
251,2019-07-15 15:51:07,BENIGN
252,2019-07-15 15:51:37,BENIGN
253,2019-07-15 15:52:07,BENIGN
254,2019-07-15 15:52:37,BENIGN
255,2019-07-15 15:53:07,BENIGN
256,2019-07-15 15:53:37,BENIGN
257,2019-07-15 15:54:07,BENIGN
258,2019-07-15 15:54:37,BENIGN
259,2019-07-15 15:55:07,BENIGN
260,2019-07-15 15:55:37,BENIGN
261,2019-07-15 15:56:07,BENIGN
262,2019-07-15 15:56:37,BENIGN
263,2019-07-15 15:57:07,BENIGN
264,2019-07-15 15:57:37,BENIGN
265,2019-07-15 15:58:07,BENIGN
266,2019-07-15 15:58:37,BENIGN
267,2019-07-15 15:59:07,BENIGN
268,2019-07-15 15:59:37,BENIGN
269,2019-07-15 16:00:07,BENIGN
270,2019-07-15 16:00:37,BENIGN
271,2019-07-15 16:01:07,BENIGN
272,2019-07-15 16:01:37,BENIGN
273,2019-07-15 16:02:07,BENIGN
274,2019-07-15 16:02:37,BENIGN
275,2019-07-15 16:03:07,BENIGN
276,2019-07-15 16:03:37,BENIGN
277,2019-07-15 16:04:07,BENIGN
278,2019-07-15 16:04:37,BENIGN
279,2019-07-15 16:05:07,BENIGN
280,2019-07-15 16:05:37,BENIGN
281,2019-07-15 16:06:07,BENIGN
282,2019-07-15 16:06:37,BENIGN
283,2019-07-15 16:07:07,BENIGN
284,2019-07-15 16:07:37,BENIGN
285,2019-07-15 16:08:07,BENIGN
286,2019-07-15 16:08:37,BENIGN
287,2019-07-15 16:09:07,BENIGN
288,2019-07-15 16:09:37,BENIGN
289,2019-07-15 16:10:07,BENIGN
290,2019-07-15 16:10:37,BENIGN
291,2019-07-15 16:11:07,BENIGN
292,2019-07-15 16:11:37,BENIGN
293,2019-07-15 16:12:07,BENIGN
294,2019-07-15 16:12:37,BENIGN
295,2019-07-15 16:13:07,BENIGN
296,2019-07-15 16:13:37,BENIGN
297,2019-07-15 16:14:07,BENIGN
298,2019-07-15 16:14:37,BENIGN
299,2019-07-15 16:15:07,BENIGN
300,2019-07-15 16:15:37,BENIGN
301,2019-07-15 16:16:07,BENIGN
302,2019-07-15 16:16:37,BENIGN
303,2019-07-15 16:17:07,BENIGN
304,2019-07-15 16:17:37,BENIGN
305,2019-07-15 16:18:07,BENIGN
306,2019-07-15 16:18:37,BENIGN
307,2019-07-15 16:19:07,BENIGN
308,2019-07-15 16:19:37,BENIGN
309,2019-07-15 16:20:07,BENIGN
310,2019-07-15 16:20:37,BENIGN
311,2019-07-15 16:21:07,BENIGN
312,2019-07-15 16:21:37,BENIGN
313,2019-07-15 16:22:07,BENIGN
314,2019-07-15 16:22:37,BENIGN
315,2019-07-15 16:23:07,BENIGN
316,2019-07-15 16:23:37,BENIGN
317,2019-07-15 16:24:07,BENIGN
318,2019-07-15 16:24:37,BENIGN
319,2019-07-15 16:25:07,BENIGN
320,2019-07-15 16:25:37,BENIGN
321,2019-07-15 16:26:07,BENIGN
322,2019-07-15 16:26:37,BENIGN
323,2019-07-15 16:27:07,BENIGN
324,2019-07-15 16:27:37,BENIGN
325,2019-07-15 16:28:07,BENIGN
326,2019-07-15 16:28:37,BENIGN
327,2019-07-15 16:29:07,BENIGN
328,2019-07-15 16:29:37,BENIGN
329,2019-07-15 16:30:07,BENIGN
330,2019-07-15 16:30:37,BENIGN
331,2019-07-15 16:31:07,BENIGN
332,2019-07-15 16:31:37,BENIGN
333,2019-07-15 16:32:07,BENIGN
334,2019-07-15 16:32:37,BENIGN
335,2019-07-15 16:33:07,BENIGN
336,2019-07-15 16:33:37,BENIGN
337,2019-07-15 16:34:07,BENIGN
338,2019-07-15 16:34:37,BENIGN
339,2019-07-15 16:35:07,BENIGN
340,2019-07-15 16:35:37,BENIGN
341,2019-07-15 16:36:07,BENIGN
342,2019-07-15 16:36:37,BENIGN
343,2019-07-15 16:37:07,BENIGN
344,2019-07-15 16:37:37,BENIGN
345,2019-07-15 16:38:07,BENIGN
346,2019-07-15 16:38:37,BENIGN
347,2019-07-15 16:39:07,BENIGN
348,2019-07-15 16:39:37,BENIGN
349,2019-07-15 16:40:07,BENIGN
350,2019-07-15 16:40:37,BENIGN
351,2019-07-15 16:41:07,BENIGN
352,2019-07-15 16:41:37,BENIGN
353,2019-07-15 16:42:07,BENIGN
354,2019-07-15 16:42:37,BENIGN
355,2019-07-15 16:43:07,BENIGN
356,2019-07-15 16:43:37,BENIGN
357,2019-07-15 16:44:07,BENIGN
358,2019-07-15 16:44:37,BENIGN
359,2019-07-15 16:45:07,BENIGN
360,2019-07-15 16:45:37,BENIGN
361,2019-07-15 16:46:07,BENIGN
362,2019-07-15 16:46:37,BENIGN
363,2019-07-15 16:47:07,BENIGN
364,2019-07-15 16:47:37,BENIGN
365,2019-07-15 16:48:07,BENIGN
366,2019-07-15 16:48:37,BENIGN
367,2019-07-15 16:49:07,BENIGN
368,2019-07-15 16:49:37,BENIGN
369,2019-07-15 16:50:07,BENIGN
370,2019-07-15 16:50:37,BENIGN
371,2019-07-15 16:51:07,BENIGN
372,2019-07-15 16:51:37,BENIGN
373,2019-07-15 16:52:07,BENIGN
374,2019-07-15 16:52:37,BENIGN
375,2019-07-15 16:53:07,BENIGN
376,2019-07-15 16:53:37,BENIGN
377,2019-07-15 16:54:07,BENIGN
378,2019-07-15 16:54:37,BENIGN
379,2019-07-15 16:55:07,BENIGN
380,2019-07-15 16:55:37,BENIGN
381,2019-07-15 16:56:07,BENIGN
382,2019-07-15 16:56:37,BENIGN
383,2019-07-15 16:57:07,BENIGN
384,2019-07-15 16:57:37,BENIGN
385,2019-07-15 16:58:07,BENIGN
386,2019-07-15 16:58:37,BENIGN
387,2019-07-15 16:59:07,BENIGN
388,2019-07-15 16:59:37,BENIGN
389,2019-07-15 17:00:07,BENIGN
390,2019-07-15 17:00:37,BENIGN
391,2019-07-15 17:01:07,BENIGN
392,2019-07-15 17:01:37,BENIGN
393,2019-07-15 17:02:07,BENIGN
394,2019-07-15 17:02:37,BENIGN
395,2019-07-15 17:03:07,BENIGN
396,2019-07-15 17:03:37,BENIGN
397,2019-07-15 17:04:07,BENIGN
398,2019-07-15 17:04:37,BENIGN
399,2019-07-15 17:05:07,BENIGN
400,2019-07-15 17:05:37,BENIGN
401,2019-07-15 17:06:07,BENIGN
402,2019-07-15 17:06:37,BENIGN
403,2019-07-15 17:07:07,BENIGN
404,2019-07-15 17:07:37,BENIGN
405,2019-07-15 17:08:07,BENIGN
406,2019-07-15 17:08:37,BENIGN
407,2019-07-15 17:09:07,BENIGN
408,2019-07-15 17:09:37,BENIGN
409,2019-07-15 17:10:07,BENIGN
410,2019-07-15 17:10:37,BENIGN
411,2019-07-15 17:11:07,BENIGN
412,2019-07-15 17:11:37,BENIGN
413,2019-07-15 17:12:07,BENIGN
414,2019-07-15 17:12:37,BENIGN
415,2019-07-15 17:13:07,BENIGN
416,2019-07-15 17:13:37,BENIGN
417,2019-07-15 17:14:07,BENIGN
418,2019-07-15 17:14:37,BENIGN
419,2019-07-15 17:15:07,BENIGN
420,2019-07-15 17:15:37,BENIGN
421,2019-07-15 17:16:07,BENIGN
422,2019-07-15 17:16:37,BENIGN
423,2019-07-15 17:17:07,BENIGN
424,2019-07-15 17:17:37,BENIGN
425,2019-07-15 17:18:07,BENIGN
426,2019-07-15 17:18:37,BENIGN
427,2019-07-15 17:19:07,BENIGN
428,2019-07-15 17:19:37,BENIGN
429,2019-07-15 17:20:07,BENIGN
430,2019-07-15 17:20:37,BENIGN
431,2019-07-15 17:21:07,BENIGN
432,2019-07-15 17:21:37,BENIGN
433,2019-07-15 17:22:07,BENIGN
434,2019-07-15 17:22:37,BENIGN
435,2019-07-15 17:23:07,BENIGN
436,2019-07-15 17:23:37,BENIGN
437,2019-07-15 17:24:07,BENIGN
438,2019-07-15 17:24:37,BENIGN
439,2019-07-15 17:25:07,BENIGN
440,2019-07-15 17:25:37,BENIGN
441,2019-07-15 17:26:07,BENIGN
442,2019-07-15 17:26:37,BENIGN
443,2019-07-15 17:27:07,BENIGN
444,2019-07-15 17:27:37,BENIGN
445,2019-07-15 17:28:07,BENIGN
446,2019-07-15 17:28:37,BENIGN
447,2019-07-15 17:29:07,BENIGN
448,2019-07-15 17:29:37,BENIGN
449,2019-07-15 17:30:07,BENIGN
450,2019-07-15 17:30:37,BENIGN
451,2019-07-15 17:31:07,BENIGN
452,2019-07-15 17:31:37,BENIGN
453,2019-07-15 17:32:07,BENIGN
454,2019-07-15 17:32:37,BENIGN
455,2019-07-15 17:33:07,BENIGN
456,2019-07-15 17:33:37,BENIGN
457,2019-07-15 17:34:07,BENIGN
458,2019-07-15 17:34:37,BENIGN
459,2019-07-15 17:35:07,BENIGN
460,2019-07-15 17:35:37,BENIGN
461,2019-07-15 17:36:07,BENIGN
462,2019-07-15 17:36:37,BENIGN
463,2019-07-15 17:37:07,BENIGN
464,2019-07-15 17:37:37,BENIGN
465,2019-07-15 17:38:07,BENIGN
466,2019-07-15 17:38:37,BENIGN
467,2019-07-15 17:39:07,BENIGN
468,2019-07-15 17:39:37,BENIGN
469,2019-07-15 17:40:07,BENIGN
470,2019-07-15 17:40:37,BENIGN
471,2019-07-15 17:41:07,BENIGN
472,2019-07-15 17:41:37,BENIGN
473,2019-07-15 17:42:07,BENIGN
474,2019-07-15 17:42:37,BENIGN
475,2019-07-15 17:43:07,BENIGN
476,2019-07-15 17:43:37,BENIGN
477,2019-07-15 17:44:07,BENIGN
478,2019-07-15 17:44:37,BENIGN
479,2019-07-15 17:45:07,BENIGN
480,2019-07-15 17:45:37,BENIGN
481,2019-07-15 17:46:07,BENIGN
482,2019-07-15 17:46:37,BENIGN
483,2019-07-15 17:47:07,BENIGN
484,2019-07-15 17:47:37,BENIGN
485,2019-07-15 17:48:07,BENIGN
486,2019-07-15 17:48:37,BENIGN
487,2019-07-15 17:49:07,BENIGN
488,2019-07-15 17:49:37,BENIGN
489,2019-07-15 17:50:07,BENIGN
490,2019-07-15 17:50:37,BENIGN
491,2019-07-15 17:51:07,BENIGN
492,2019-07-15 17:51:37,BENIGN
493,2019-07-15 17:52:07,BENIGN
494,2019-07-15 17:52:37,BENIGN
495,2019-07-15 17:53:07,BENIGN
496,2019-07-15 17:53:37,BENIGN
497,2019-07-15 17:54:07,BENIGN
498,2019-07-15 17:54:37,BENIGN
499,2019-07-15 17:55:07,BENIGN
500,2019-07-15 17:55:37,BENIGN
501,2019-07-15 17:56:07,BENIGN
502,2019-07-15 17:56:37,BENIGN
503,2019-07-15 17:57:07,BENIGN
504,2019-07-15 17:57:37,BENIGN
505,2019-07-15 17:58:07,BENIGN
506,2019-07-15 17:58:37,BENIGN
507,2019-07-15 17:59:07,BENIGN
508,2019-07-15 17:59:37,BENIGN
509,2019-07-15 18:00:07,BENIGN
510,2019-07-15 18:00:37,BENIGN
511,2019-07-15 18:01:07,BENIGN
512,2019-07-15 18:01:37,BENIGN
513,2019-07-15 18:02:07,BENIGN
514,2019-07-15 18:02:37,BENIGN
515,2019-07-15 18:03:07,BENIGN
516,2019-07-15 18:03:37,BENIGN
517,2019-07-15 18:04:07,BENIGN
518,2019-07-15 18:04:37,BENIGN
519,2019-07-15 18:05:07,BENIGN
520,2019-07-15 18:05:37,BENIGN
521,2019-07-15 18:06:07,BENIGN
522,2019-07-15 18:06:37,BENIGN
523,2019-07-15 18:07:07,BENIGN
524,2019-07-15 18:07:37,BENIGN
525,2019-07-15 18:08:07,BENIGN
526,2019-07-15 18:08:37,BENIGN
527,2019-07-15 18:09:07,BENIGN
528,2019-07-15 18:09:37,BENIGN
529,2019-07-15 18:10:07,BENIGN
530,2019-07-15 18:10:37,BENIGN
531,2019-07-15 18:11:07,BENIGN
532,2019-07-15 18:11:37,BENIGN
533,2019-07-15 18:12:07,BENIGN
534,2019-07-15 18:12:37,BENIGN
535,2019-07-15 18:13:07,BENIGN
536,2019-07-15 18:13:37,BENIGN
537,2019-07-15 18:14:07,BENIGN
538,2019-07-15 18:14:37,BENIGN
539,2019-07-15 18:15:07,BENIGN
540,2019-07-15 18:15:37,BENIGN
541,2019-07-15 18:16:07,BENIGN
542,2019-07-15 18:16:37,BENIGN
543,2019-07-15 18:17:07,BENIGN
544,2019-07-15 18:17:37,BENIGN
545,2019-07-15 18:18:07,BENIGN
546,2019-07-15 18:18:37,BENIGN
547,2019-07-15 18:19:07,BENIGN
548,2019-07-15 18:19:37,BENIGN
549,2019-07-15 18:20:07,BENIGN
550,2019-07-15 18:20:37,BENIGN
551,2019-07-15 18:21:07,BENIGN
552,2019-07-15 18:21:37,BENIGN
553,2019-07-15 18:22:07,BENIGN
554,2019-07-15 18:22:37,BENIGN
555,2019-07-15 18:23:07,BENIGN
556,2019-07-15 18:23:37,BENIGN
557,2019-07-15 18:24:07,BENIGN
558,2019-07-15 18:24:37,BENIGN
559,2019-07-15 18:25:07,BENIGN
560,2019-07-15 18:25:37,BENIGN
561,2019-07-15 18:26:07,BENIGN
562,2019-07-15 18:26:37,BENIGN
563,2019-07-15 18:27:07,BENIGN
564,2019-07-15 18:27:37,BENIGN
565,2019-07-15 18:28:07,BENIGN
566,2019-07-15 18:28:37,BENIGN
567,2019-07-15 18:29:07,BENIGN
568,2019-07-15 18:29:37,BENIGN
569,2019-07-15 18:30:07,BENIGN
570,2019-07-15 18:30:37,BENIGN
571,2019-07-15 18:31:07,BENIGN
572,2019-07-15 18:31:37,BENIGN
573,2019-07-15 18:32:07,BENIGN
574,2019-07-15 18:32:37,BENIGN
575,2019-07-15 18:33:07,BENIGN
576,2019-07-15 18:33:37,BENIGN
577,2019-07-15 18:34:07,BENIGN
578,2019-07-15 18:34:37,BENIGN
579,2019-07-15 18:35:07,BENIGN
580,2019-07-15 18:35:37,BENIGN
581,2019-07-15 18:36:07,BENIGN
582,2019-07-15 18:36:37,BENIGN
583,2019-07-15 18:37:07,BENIGN
584,2019-07-15 18:37:37,BENIGN
585,2019-07-15 18:38:07,BENIGN
586,2019-07-15 18:38:37,BENIGN
587,2019-07-15 18:39:07,BENIGN
588,2019-07-15 18:39:37,BENIGN
589,2019-07-15 18:40:07,BENIGN
590,2019-07-15 18:40:37,BENIGN
591,2019-07-15 18:41:07,BENIGN
592,2019-07-15 18:41:37,BENIGN
593,2019-07-15 18:42:07,BENIGN
594,2019-07-15 18:42:37,BENIGN
595,2019-07-15 18:43:07,BENIGN
596,2019-07-15 18:43:37,BENIGN
597,2019-07-15 18:44:07,BENIGN
598,2019-07-15 18:44:37,BENIGN
599,2019-07-15 18:45:07,BENIGN
600,2019-07-15 18:45:37,BENIGN
601,2019-07-15 18:46:07,BENIGN
602,2019-07-15 18:46:37,BENIGN
603,2019-07-15 18:47:07,BENIGN
604,2019-07-15 18:47:37,BENIGN
605,2019-07-15 18:48:07,BENIGN
606,2019-07-15 18:48:37,BENIGN
607,2019-07-15 18:49:07,BENIGN
608,2019-07-15 18:49:37,BENIGN
609,2019-07-15 18:50:07,BENIGN
610,2019-07-15 18:50:37,BENIGN
611,2019-07-15 18:51:07,BENIGN
612,2019-07-15 18:51:37,BENIGN
613,2019-07-15 18:52:07,BENIGN
614,2019-07-15 18:52:37,BENIGN
615,2019-07-15 18:53:07,BENIGN
616,2019-07-15 18:53:37,BENIGN
617,2019-07-15 18:54:07,BENIGN
618,2019-07-15 18:54:37,BENIGN
619,2019-07-15 18:55:07,BENIGN
620,2019-07-15 18:55:37,BENIGN
621,2019-07-15 18:56:07,BENIGN
622,2019-07-15 18:56:37,BENIGN
623,2019-07-15 18:57:07,BENIGN
624,2019-07-15 18:57:37,BENIGN
625,2019-07-15 18:58:07,BENIGN
626,2019-07-15 18:58:37,BENIGN
627,2019-07-15 18:59:07,BENIGN
628,2019-07-15 18:59:37,BENIGN
629,2019-07-15 19:00:07,BENIGN
630,2019-07-15 19:00:37,BENIGN
631,2019-07-15 19:01:07,BENIGN
632,2019-07-15 19:01:37,BENIGN
633,2019-07-15 19:02:07,BENIGN
634,2019-07-15 19:02:37,BENIGN
635,2019-07-15 19:03:07,BENIGN
636,2019-07-15 19:03:37,BENIGN
637,2019-07-15 19:04:07,BENIGN
638,2019-07-15 19:04:37,BENIGN
639,2019-07-15 19:05:07,BENIGN
640,2019-07-15 19:05:37,BENIGN
641,2019-07-15 19:06:07,BENIGN
642,2019-07-15 19:06:37,BENIGN
643,2019-07-15 19:07:07,BENIGN
644,2019-07-15 19:07:37,BENIGN
645,2019-07-15 19:08:07,BENIGN
646,2019-07-15 19:08:37,BENIGN
647,2019-07-15 19:09:07,BENIGN
648,2019-07-15 19:09:37,BENIGN
649,2019-07-15 19:10:07,BENIGN
650,2019-07-15 19:10:37,BENIGN
651,2019-07-15 19:11:07,BENIGN
652,2019-07-15 19:11:37,BENIGN
653,2019-07-15 19:12:07,BENIGN
654,2019-07-15 19:12:37,BENIGN
655,2019-07-15 19:13:07,BENIGN
656,2019-07-15 19:13:37,BENIGN
657,2019-07-15 19:14:07,BENIGN
658,2019-07-15 19:14:37,BENIGN
659,2019-07-15 19:15:07,BENIGN
660,2019-07-15 19:15:37,BENIGN
661,2019-07-15 19:16:07,BENIGN
662,2019-07-15 19:16:37,BENIGN
663,2019-07-15 19:17:07,BENIGN
