Scenario,Timestamp,Flow_Count,Total_Packets,Total_Bytes,Total_Source_Bytes,Avg_Duration,Avg_Packets_Per_Flow,Avg_Bytes_Per_Flow,Flow_Count_Change,Total_Packets_Change,Total_Bytes_Change,Total_Source_Bytes_Change,Avg_Duration_Change,Attack_Flow_Count,Attack_State,Target_Early_Warning
1,2011-08-10 09:55:53.057170,4102,34933.0,9396837.0,2364468.0,790.6241377530472,8.516089712335447,2290.7940029254023,-37.0,-24208.0,-27874519.0,-2774172.0,-52.340978191867066,0,0,0
1,2011-08-10 09:56:23.058122,4391,49424.0,23916944.0,4170867.0,790.7842358802095,11.255750398542473,5446.810293782737,289.0,14491.0,14520107.0,1806399.0,0.16009812716231409,0,0,0
1,2011-08-10 09:56:53.056437,4015,47011.0,25550251.0,2527136.0,797.6461027723536,11.708841843088418,6363.698879202989,-376.0,-2413.0,1633307.0,-1643731.0,6.861866892144121,0,0,0
1,2011-08-10 09:57:23.077300,3452,50465.0,48098765.0,1595241.0,810.3537114956547,14.619061413673233,13933.593568945538,-563.0,3454.0,22548514.0,-931895.0,12.707608723301064,0,0,0
1,2011-08-10 09:57:53.065211,3843,29606.0,10949659.0,1705357.0,712.6617566422067,7.703877179287016,2849.247723132969,391.0,-20859.0,-37149106.0,110116.0,-97.69195485344801,0,0,0
1,2011-08-10 09:58:23.056309,3932,39483.0,18617035.0,2444046.0,656.2131708715666,10.04145473041709,4734.749491353001,89.0,9877.0,7667376.0,738689.0,-56.44858577064008,0,0,0
1,2011-08-10 09:58:53.048704,4409,75640.0,48651231.0,10148730.0,641.5954006461783,17.155817645724653,11034.527330460422,477.0,36157.0,30034196.0,7704684.0,-14.617770225388313,0,0,0
1,2011-08-10 09:59:23.051967,3949,35467.0,14048097.0,4940818.0,782.9332904322613,8.981261078754114,3557.3808559128893,-460.0,-40173.0,-34603134.0,-5207912.0,141.337889786083,0,0,0
1,2011-08-10 09:59:53.073419,4247,32257.0,10817877.0,2284222.0,660.1964444666824,7.595243701436308,2547.1808335295505,298.0,-3210.0,-3230220.0,-2656596.0,-122.73684596557894,0,0,0
1,2011-08-10 10:00:23.074882,4019,26517.0,8223557.0,1837216.0,655.7597314426474,6.597909927842747,2046.1699427718338,-228.0,-5740.0,-2594320.0,-447006.0,-4.43671302403493,0,0,0
1,2011-08-10 10:00:53.047463,3794,44975.0,24353396.0,2938650.0,651.8132172569847,11.854243542435425,6418.92356352135,-225.0,18458.0,16129839.0,1101434.0,-3.9465141856627497,0,0,0
1,2011-08-10 10:01:23.069908,3439,77918.0,61865203.0,2922663.0,792.1368936783949,22.657167781331783,17989.30008723466,-355.0,32943.0,37511807.0,-15987.0,140.32367642141025,0,0,0
1,2011-08-10 10:01:53.061749,3490,27310.0,11424243.0,1511570.0,713.623686865616,7.825214899713467,3273.4220630372492,51.0,-50608.0,-50440960.0,-1411093.0,-78.51320681277889,0,0,0
1,2011-08-10 10:02:23.057812,3742,63641.0,46327443.0,2675260.0,680.5125334981293,17.007215392838056,12380.396312132549,252.0,36331.0,34903200.0,1163690.0,-33.111153367486736,0,0,0
1,2011-08-10 10:02:53.057955,4150,887800.0,815373459.0,23765174.0,650.812504939759,213.9277108433735,196475.53228915663,408.0,824159.0,769046016.0,21089914.0,-29.700028558370263,0,0,0
1,2011-08-10 10:03:23.079089,4259,35289.0,13460814.0,2451210.0,626.9700876881897,8.285747828128669,3160.5574078422164,109.0,-852511.0,-801912645.0,-21313964.0,-23.842417251569373,0,0,0
1,2011-08-10 10:03:53.053441,4143,63064.0,36886714.0,26691571.0,612.2646656526671,15.221819937243543,8903.382573014724,-116.0,27775.0,23425900.0,24240361.0,-14.705422035522588,0,0,0
1,2011-08-10 10:04:23.047644,3961,79061.0,63931212.0,3716456.0,596.5190432587731,19.959858621560212,16140.169654127745,-182.0,15997.0,27044498.0,-22975115.0,-15.745622393893996,0,0,0
1,2011-08-10 10:04:53.054187,3962,49325.0,29295608.0,2481521.0,698.4512605212014,12.449520444220092,7394.146390711761,1.0,-29736.0,-34635604.0,-1234935.0,101.93221726242837,0,0,0
1,2011-08-10 10:05:23.049905,3987,75196.0,35976847.0,15100884.0,729.8729335500376,18.860295961876098,9023.538249310259,25.0,25871.0,6681239.0,12619363.0,31.421673028836153,0,0,0
1,2011-08-10 10:05:53.048318,3867,37904.0,25061882.0,1892443.0,646.7068876470132,9.801913628135505,6480.96250323248,-120.0,-37292.0,-10914965.0,-13208441.0,-83.16604590302438,0,0,0
1,2011-08-10 10:06:23.049634,4491,50004.0,17444038.0,3432379.0,594.7147628882209,11.134268537074147,3884.221331551993,624.0,12100.0,-7617844.0,1539936.0,-51.99212475879233,0,0,0
1,2011-08-10 10:06:53.051054,4862,33342.0,9546941.0,2210880.0,570.2586464952694,6.857671740024681,1963.583093377211,371.0,-16662.0,-7897097.0,-1221499.0,-24.456116392951458,0,0,0
1,2011-08-10 10:07:23.052414,4358,33849.0,16360774.0,1814993.0,556.644536935062,7.767094997705369,3754.1932078935292,-504.0,507.0,6813833.0,-395887.0,-13.614109560207453,0,0,0
1,2011-08-10 10:07:53.064410,3355,72939.0,63084159.0,2560438.0,656.217058676304,21.740387481371087,18803.028017883757,-1003.0,39090.0,46723385.0,745445.0,99.57252174124199,0,0,0
1,2011-08-10 10:08:23.058475,3375,32948.0,16563872.0,2039536.0,644.3305234106667,9.76237037037037,4907.813925925926,20.0,-39991.0,-46520287.0,-520902.0,-11.886535265637235,0,0,0
1,2011-08-10 10:08:53.049134,3656,45676.0,32006436.0,2304457.0,616.4959086493436,12.49343544857768,8754.495623632385,281.0,12728.0,15442564.0,264921.0,-27.83461476132311,0,0,0
1,2011-08-10 10:09:23.048085,3459,34709.0,18330888.0,1865914.0,606.8325767247759,10.03440300664932,5299.476149176063,-197.0,-10967.0,-13675548.0,-438543.0,-9.663331924567728,0,0,0
1,2011-08-10 10:09:53.060409,4017,68603.0,35491326.0,3487216.0,590.3626725825243,17.078167786905652,8835.281553398057,558.0,33894.0,17160438.0,1621302.0,-16.469904142251607,0,0,0
1,2011-08-10 10:10:23.051856,4818,29993.0,10695327.0,2019046.0,455.629252371731,6.225197177251972,2219.8686176836864,801.0,-38610.0,-24795999.0,-1468170.0,-134.73342021079327,0,0,0
1,2011-08-10 10:10:53.053550,4370,30875.0,9367988.0,2166645.0,463.20041603981696,7.065217391304348,2143.704347826087,-448.0,882.0,-1327339.0,147599.0,7.571163668085944,0,0,0
1,2011-08-10 10:11:23.052831,3858,39593.0,22460066.0,2526077.0,521.8503331047175,10.262571280456195,5821.686365992742,-512.0,8718.0,13092078.0,359432.0,58.649917064900535,0,0,0
1,2011-08-10 10:11:53.068178,3848,79078.0,60039391.0,30635617.0,491.92729676455303,20.550415800415802,15602.752338877339,-10.0,39485.0,37579325.0,28109540.0,-29.923036340164458,0,0,0
1,2011-08-10 10:12:23.056821,3924,29273.0,12527680.0,2570091.0,544.8069556409276,7.459989806320081,3192.579001019368,76.0,-49805.0,-47511711.0,-28065526.0,52.879658876374606,0,0,0
1,2011-08-10 10:12:53.064879,3680,37954.0,21323439.0,2039354.0,518.2664871347826,10.313586956521739,5794.41277173913,-244.0,8681.0,8795759.0,-530737.0,-26.54046850614509,0,0,0
1,2011-08-10 10:13:23.055919,3618,49886.0,25839204.0,2504812.0,611.6018702493091,13.788280818131565,7141.847429519072,-62.0,11932.0,4515765.0,465458.0,93.33538311452651,0,0,0
1,2011-08-10 10:13:53.066960,5115,26047.0,8619689.0,1682005.0,402.42435967155427,5.09227761485826,1685.1786901270773,1497.0,-23839.0,-17219515.0,-822807.0,-209.1775105777548,0,0,0
1,2011-08-10 10:14:23.048374,4607,72922.0,40585433.0,3459301.0,436.70893138311266,15.82852181462991,8809.514434556111,-508.0,46875.0,31965744.0,1777296.0,34.284571711558385,0,0,0
1,2011-08-10 10:14:53.050004,4671,34114.0,14123462.0,4403097.0,447.1906545769643,7.303361164632841,3023.648469278527,64.0,-38808.0,-26461971.0,943796.0,10.481723193851622,0,0,0
1,2011-08-10 10:15:23.054869,4578,52298.0,25089429.0,2882047.0,470.8154157177807,11.423765836609872,5480.434469200524,-93.0,18184.0,10965967.0,-1521050.0,23.624761140816418,0,0,0
1,2011-08-10 10:15:53.071089,4259,161623.0,112693794.0,21440903.0,519.3444828215543,37.94857947875088,26460.153557173046,-319.0,109325.0,87604365.0,18558856.0,48.52906710377357,0,0,0
1,2011-08-10 10:16:23.053105,3742,46357.0,18237584.0,2660818.0,659.8436861036879,12.388295029396044,4873.753073222875,-517.0,-115266.0,-94456210.0,-18780085.0,140.49920328213364,0,0,0
1,2011-08-10 10:16:53.060454,3808,21003.0,7323970.0,1640702.0,519.3238401557248,5.515493697478991,1923.311449579832,66.0,-25354.0,-10913614.0,-1020116.0,-140.51984594796306,0,0,0
1,2011-08-10 10:17:23.056453,3667,62052.0,52404695.0,2396669.0,500.70860742650666,16.92173438778293,14290.8903736024,-141.0,41049.0,45080725.0,755967.0,-18.615232729218178,0,0,0
1,2011-08-10 10:17:53.094899,4145,48352.0,27836942.0,2518589.0,408.32861404077204,11.665138721351026,6715.788178528347,478.0,-13700.0,-24567753.0,121920.0,-92.37999338573462,0,0,0
1,2011-08-10 10:18:23.049694,3897,31933.0,14100008.0,2208428.0,485.8585441290736,8.194251988709263,3618.169874262253,-248.0,-16419.0,-13736934.0,-310161.0,77.52993008830157,0,0,0
1,2011-08-10 10:18:53.048117,70309,267964.0,67902118.0,10305704.0,25.77820312921532,3.811233270278343,965.7670852949125,66412.0,236031.0,53802110.0,8097276.0,-460.08034099985827,0,0,0
1,2011-08-10 10:19:23.049999,6482,39030.0,17713744.0,2557130.0,263.669190488738,6.021289725393397,2732.7590249922864,-63827.0,-228934.0,-50188374.0,-7748574.0,237.8909873595227,0,0,0
1,2011-08-10 10:19:53.059772,5057,39671.0,19520052.0,2472324.0,338.2445573937117,7.844769626260629,3860.006327862369,-1425.0,641.0,1806308.0,-84806.0,74.57536690497369,0,0,0
1,2011-08-10 10:20:23.059514,5216,49322.0,27944509.0,3533321.0,309.75437757151076,9.45590490797546,5357.459547546012,159.0,9651.0,8424457.0,1060997.0,-28.490179822200957,0,0,0
1,2011-08-10 10:20:53.052648,5676,46577.0,24343954.0,2938184.0,304.0913097429528,8.205954897815364,4288.927766032417,460.0,-2745.0,-3600555.0,-595137.0,-5.663067828557985,0,0,0
1,2011-08-10 10:21:23.053161,6101,60686.0,35911364.0,3456369.0,331.31073130404855,9.946893951811179,5886.143910834289,425.0,14109.0,11567410.0,518185.0,27.21942156109577,0,0,0
1,2011-08-10 10:21:53.053506,5914,58185.0,33617538.0,2864008.0,299.27247779573895,9.838518769022658,5684.399391274941,-187.0,-2501.0,-2293826.0,-592361.0,-32.038253508309595,0,0,0
1,2011-08-10 10:22:23.047316,8091,44827.0,22296716.0,4745115.0,224.9136815376344,5.540353479174391,2755.742924236806,2177.0,-13358.0,-11320822.0,1881107.0,-74.35879625810455,0,0,0
1,2011-08-10 10:22:53.050431,8190,39337.0,16823691.0,2121861.0,215.74964835531136,4.803052503052503,2054.1747252747255,99.0,-5490.0,-5473025.0,-2623254.0,-9.164033182323038,0,0,0
1,2011-08-10 10:23:23.049663,8765,71784.0,46830151.0,3056504.0,172.17482339954364,8.189845978322875,5342.858071876783,575.0,32447.0,30006460.0,934643.0,-43.574824955767724,0,0,0
1,2011-08-10 10:23:53.112531,6407,31601.0,9019333.0,1913768.0,270.38247671328236,4.932261588887155,1407.7310753862962,-2358.0,-40183.0,-37810818.0,-1142736.0,98.20765331373872,0,0,0
1,2011-08-10 10:24:23.119004,3432,50187.0,37623185.0,2041457.0,588.4998804035547,14.623251748251748,10962.466491841491,-2975.0,18586.0,28603852.0,127689.0,318.11740369027234,0,0,0
1,2011-08-10 10:24:53.076611,3540,29233.0,9680907.0,2407859.0,540.2112122169491,8.257909604519774,2734.7194915254236,108.0,-20954.0,-27942278.0,366402.0,-48.288668186605605,0,0,0
1,2011-08-10 10:25:23.047532,3705,30805.0,13398507.0,2105898.0,448.45677278380566,8.314439946018894,3616.331174089069,165.0,1572.0,3717600.0,-301961.0,-91.75443943314343,0,0,0
1,2011-08-10 10:25:53.071899,3669,39432.0,22429253.0,2578227.0,458.5919429738348,10.747342600163533,6113.178795312074,-36.0,8627.0,9030746.0,472329.0,10.135170190029157,0,0,0
1,2011-08-10 10:26:23.103899,3836,29234.0,11113095.0,2202459.0,444.677265511731,7.620959332638165,2897.052919708029,167.0,-10198.0,-11316158.0,-375768.0,-13.914677462103839,0,0,0
1,2011-08-10 10:26:53.072758,3853,26475.0,10559914.0,1984944.0,432.7051094243447,6.871269140929146,2740.6991954321306,17.0,-2759.0,-553181.0,-217515.0,-11.972156087386281,0,0,0
1,2011-08-10 10:27:23.047801,3396,54913.0,31032410.0,2580239.0,444.19137244581856,16.169905771495877,9137.929917550058,-457.0,28438.0,20472496.0,595295.0,11.48626302147386,0,0,0
1,2011-08-10 10:27:53.090384,3355,36921.0,19559587.0,2510777.0,366.87739076304024,11.004769001490313,5829.981222056632,-41.0,-17992.0,-11472823.0,-69462.0,-77.31398168277832,0,0,0
1,2011-08-10 10:28:23.056230,3829,49043.0,34265679.0,3165725.0,417.94854369417607,12.808305040480544,8948.98903107861,474.0,12122.0,14706092.0,654948.0,51.07115293113583,0,0,0
1,2011-08-10 10:28:53.080600,3256,74044.0,53321148.0,2533293.0,342.7933530605037,22.740786240786242,16376.273955773955,-573.0,25001.0,19055469.0,-632432.0,-75.15519063367236,0,0,0
1,2011-08-10 10:29:23.070075,3140,101426.0,83441903.0,44401371.0,377.67963912420385,32.30127388535032,26573.854458598726,-116.0,27382.0,30120755.0,41868078.0,34.88628606370014,0,0,0
1,2011-08-10 10:29:53.047958,2948,21977.0,10369296.0,1434709.0,384.7421725647897,7.454884667571235,3517.400271370421,-192.0,-79449.0,-73072607.0,-42966662.0,7.062533440585867,0,0,0
1,2011-08-10 10:30:23.060548,3205,27192.0,11800298.0,2276263.0,374.446026951014,8.48424336973479,3681.8402496099843,257.0,5215.0,1431002.0,841554.0,-10.296145613775707,0,0,0
1,2011-08-10 10:30:53.081116,3572,48170.0,30499844.0,3076004.0,325.5087158017917,13.485442329227324,8538.590145576707,367.0,20978.0,18699546.0,799741.0,-48.937311149222296,0,0,0
1,2011-08-10 10:31:23.085239,3168,48034.0,33440564.0,2379114.0,348.7762020852273,15.162247474747474,10555.733585858587,-404.0,-136.0,2940720.0,-696890.0,23.267486283435574,0,0,0
1,2011-08-10 10:31:53.076571,3374,126315.0,126818919.0,3920878.0,324.2473304919976,37.43775933609958,37587.11292234736,206.0,78281.0,93378355.0,1541764.0,-24.528871593229667,0,0,0
1,2011-08-10 10:32:23.063767,3818,43198.0,28781881.0,2549364.0,299.23722564222106,11.31430068098481,7538.470665269775,444.0,-83117.0,-98037038.0,-1371514.0,-25.010104849776553,0,0,0
1,2011-08-10 10:32:53.056357,3464,24294.0,10966229.0,1514295.0,339.34205843042724,7.013279445727482,3165.7704965357966,-354.0,-18904.0,-17815652.0,-1035069.0,40.10483278820618,0,0,0
1,2011-08-10 10:33:23.047468,3107,19707.0,7911236.0,1566708.0,350.1918764747345,6.342774380431284,2546.261989056968,-357.0,-4587.0,-3054993.0,52413.0,10.849818044307256,0,0,0
1,2011-08-10 10:33:53.052056,2910,20721.0,8287869.0,1380746.0,387.92824102233675,7.1206185567010305,2848.0649484536084,-197.0,1014.0,376633.0,-185962.0,37.73636454760225,0,0,0
1,2011-08-10 10:34:23.048421,2653,28387.0,16512341.0,2214552.0,396.57031404108557,10.699962306822465,6224.026008292499,-257.0,7666.0,8224472.0,833806.0,8.642073018748818,0,0,0
1,2011-08-10 10:34:53.058950,3382,38818.0,22985136.0,2256491.0,315.0492776306919,11.477823772915436,6796.314606741573,729.0,10431.0,6472795.0,41939.0,-81.52103641039366,0,0,0
1,2011-08-10 10:35:23.050545,3194,60716.0,50492216.0,2674993.0,341.951512564809,19.0093926111459,15808.45835942392,-188.0,21898.0,27507080.0,418502.0,26.902234934117075,0,0,0
1,2011-08-10 10:35:53.075910,3960,45700.0,29605998.0,2498043.0,293.5519686030303,11.54040404040404,7476.262121212121,766.0,-15016.0,-20886218.0,-176950.0,-48.399543961778704,0,0,0
1,2011-08-10 10:36:23.065323,3869,59698.0,34139433.0,3539548.0,318.3011460059447,15.429826828637891,8823.83897647971,-91.0,13998.0,4533435.0,1041505.0,24.749177402914427,0,0,0
1,2011-08-10 10:36:53.049246,3396,40154.0,27044958.0,2298079.0,320.1397583074205,11.823910482921084,7963.768551236749,-473.0,-19544.0,-7094475.0,-1241469.0,1.8386123014757914,0,0,0
1,2011-08-10 10:37:23.053611,3317,98055.0,59565377.0,4269282.0,348.70391391468195,29.56135061802834,17957.605366294843,-79.0,57901.0,32520419.0,1971203.0,28.564155607261455,0,0,0
1,2011-08-10 10:37:53.059849,3240,50316.0,34864365.0,2999764.0,292.9989785509259,15.52962962962963,10760.606481481482,-77.0,-47739.0,-24701012.0,-1269518.0,-55.70493536375602,0,0,0
1,2011-08-10 10:38:23.053771,2942,248254.0,262394076.0,5237252.0,272.44902357953777,84.38273283480625,89189.0129163834,-298.0,197938.0,227529711.0,2237488.0,-20.54995497138816,0,0,0
1,2011-08-10 10:38:53.057708,2886,85197.0,59064195.0,3116453.0,288.6842636410256,29.52079002079002,20465.764033264033,-56.0,-163057.0,-203329881.0,-2120799.0,16.235240061487843,0,0,0
1,2011-08-10 10:39:23.052486,2907,70168.0,60643342.0,2608030.0,297.5743377395941,24.137598899208808,20861.142758857928,21.0,-15029.0,1579147.0,-508423.0,8.890074098568505,0,0,0
1,2011-08-10 10:39:53.053447,2831,25158.0,12124727.0,1679199.0,292.75170596079124,8.886612504415401,4282.842458495232,-76.0,-45010.0,-48518615.0,-928831.0,-4.822631778802872,0,0,0
1,2011-08-10 10:40:23.055248,3533,40592.0,22513343.0,2909310.0,248.1580181466176,11.489385791112369,6372.30200962355,702.0,15434.0,10388616.0,1230111.0,-44.59368781417365,0,0,0
1,2011-08-10 10:40:53.048018,3101,1441622.0,1281837666.0,43709835.0,277.55992878748793,464.8893905191874,413362.6784908094,-432.0,1401030.0,1259324323.0,40800525.0,29.40191064087034,0,0,0
1,2011-08-10 10:41:23.066530,2833,21319.0,9050134.0,1934077.0,291.9764083243911,7.525238263325097,3194.5407695022946,-268.0,-1420303.0,-1272787532.0,-41775758.0,14.416479536903182,0,0,0
1,2011-08-10 10:41:53.065523,2730,41886.0,28020173.0,3764845.0,279.1467439285714,15.342857142857143,10263.799633699633,-103.0,20567.0,18970039.0,1830768.0,-12.829664395819691,0,0,0
1,2011-08-10 10:42:23.052949,3338,50377.0,30777067.0,3146617.0,240.2696836402037,15.09197124026363,9220.211803475135,608.0,8491.0,2756894.0,-618228.0,-38.877060288367716,0,0,0
1,2011-08-10 10:42:53.076787,3343,84836.0,59281492.0,3244504.0,265.35567583308404,25.37720610230332,17733.021836673648,5.0,34459.0,28504425.0,97887.0,25.085992192880326,0,0,0
1,2011-08-10 10:43:23.048659,2801,40968.0,32275416.0,1929640.0,277.64166335237417,14.626204926811853,11522.818993216708,-542.0,-43868.0,-27006076.0,-1314864.0,12.285987519290131,0,0,0
1,2011-08-10 10:43:53.062611,2919,151271.0,115522659.0,101703459.0,297.47477135560126,51.82288454950326,39576.10791366907,118.0,110303.0,83247243.0,99773819.0,19.833108003227096,0,0,0
1,2011-08-10 10:44:23.047827,2912,87392.0,67137500.0,56347363.0,267.1837729206731,30.01098901098901,23055.460164835164,-7.0,-63879.0,-48385159.0,-45356096.0,-30.290998434928156,0,0,0
1,2011-08-10 10:44:53.071865,3019,26581.0,13125577.0,1847873.0,272.4783598966545,8.804571050016563,4347.657171248758,107.0,-60811.0,-54011923.0,-54499490.0,5.294586975981417,0,0,0
1,2011-08-10 10:45:23.050777,2568,17348.0,5958758.0,1415925.0,336.7150583640966,6.755451713395638,2320.388629283489,-451.0,-9233.0,-7166819.0,-431948.0,64.23669846744207,0,0,0
1,2011-08-10 10:45:53.050682,2755,78667.0,57420683.0,4350034.0,280.2914346068966,28.55426497277677,20842.353176043558,187.0,61319.0,51461925.0,2934109.0,-56.423623757200005,0,0,0
1,2011-08-10 10:46:23.058743,3052,25988.0,12618964.0,2541037.0,238.545243535059,8.515072083879422,4134.653997378768,297.0,-52679.0,-44801719.0,-1808997.0,-41.746191071837586,0,0,0
1,2011-08-10 10:46:53.064069,3242,448160.0,248607261.0,191591602.0,518.868912041641,138.2356570018507,76683.30074028377,190.0,422172.0,235988297.0,189050565.0,280.323668506582,0,0,0
1,2011-08-10 10:47:23.053792,3255,153417.0,58694266.0,8863373.0,584.8951518350231,47.132718894009216,18032.03256528418,13.0,-294743.0,-189912995.0,-182728229.0,66.02623979338205,0,0,0
1,2011-08-10 10:47:53.064203,3559,106959.0,37867129.0,6107848.0,541.0888121952796,30.053104804720427,10639.822703006463,304.0,-46458.0,-20827137.0,-2755525.0,-43.80633963974344,0,0,0
1,2011-08-10 10:48:23.076514,3135,75298.0,21481540.0,4788087.0,624.0197235642743,24.018500797448166,6852.165869218501,-424.0,-31661.0,-16385589.0,-1319761.0,82.93091136899466,0,0,0
1,2011-08-10 10:48:53.051828,3590,75976.0,30866142.0,5071451.0,493.75004267075207,21.163231197771587,8597.811142061282,455.0,678.0,9384602.0,283364.0,-130.2696808935222,0,0,0
1,2011-08-10 10:49:23.051615,3555,80543.0,47771433.0,4363286.0,550.7562070939522,22.656258790436006,13437.815189873418,-35.0,4567.0,16905291.0,-708165.0,57.00616442320012,0,0,0
1,2011-08-10 10:49:53.052172,3764,46162.0,17893563.0,3459796.0,500.76738617056327,12.264080765143465,4753.869022316684,209.0,-34381.0,-29877870.0,-903490.0,-49.988820923388914,0,0,0
1,2011-08-10 10:50:23.061582,3510,45288.0,26080610.0,2477636.0,500.5851749433049,12.902564102564103,7430.373219373219,-254.0,-874.0,8187047.0,-982160.0,-0.18221122725839223,0,0,0
1,2011-08-10 10:50:53.052631,4171,50346.0,26703658.0,3422886.0,410.7771640148646,12.070486693838408,6402.219611603932,661.0,5058.0,623048.0,945250.0,-89.8080109284403,0,0,0
1,2011-08-10 10:51:23.053356,3764,74019.0,54946066.0,3600874.0,484.4920241392136,19.66498405951116,14597.785866099894,-407.0,23673.0,28242408.0,177988.0,73.714860124349,0,0,0
1,2011-08-10 10:51:53.085995,3367,38462.0,15541324.0,4937286.0,514.7978154746064,11.423225423225423,4615.777843777843,-397.0,-35557.0,-39404742.0,1336412.0,30.305791335392826,0,0,0
1,2011-08-10 10:52:23.050657,2982,100069.0,84342813.0,3941975.0,624.8553392451374,33.55767940979209,28283.974849094568,-385.0,61607.0,68801489.0,-995311.0,110.05752377053102,0,0,0
1,2011-08-10 10:52:53.056784,3403,34702.0,12066451.0,2565727.0,615.8591028066412,10.197472818101675,3545.827505142521,421.0,-65367.0,-72276362.0,-1376248.0,-8.996236438496226,0,0,0
1,2011-08-10 10:53:23.067683,3361,39392.0,16978561.0,2442503.0,649.9491648140435,11.720321332936626,5051.639690568283,-42.0,4690.0,4912110.0,-123224.0,34.09006200740225,0,0,0
1,2011-08-10 10:53:53.051710,3868,35738.0,13856274.0,2505727.0,483.22071574999995,9.239400206825232,3582.283867631851,507.0,-3654.0,-3122287.0,63224.0,-166.7284490640435,0,0,0
1,2011-08-10 10:54:23.050329,3232,37595.0,15693860.0,2476434.0,574.7624438174505,11.632116336633663,4855.773514851485,-636.0,1857.0,1837586.0,-29293.0,91.54172806745055,0,0,0
1,2011-08-10 10:54:53.080695,4208,45561.0,22926738.0,2799838.0,451.27695978113115,10.827233840304183,5448.369296577946,976.0,7966.0,7232878.0,323404.0,-123.48548403631935,0,0,0
