Scenario,Timestamp,Flow_Count,Total_Packets,Total_Bytes,Total_Source_Bytes,Avg_Duration,Avg_Packets_Per_Flow,Avg_Bytes_Per_Flow,Flow_Count_Change,Total_Packets_Change,Total_Bytes_Change,Total_Source_Bytes_Change,Avg_Duration_Change,Attack_Flow_Count,Attack_State,Target_Early_Warning,Flow_Count_Prev,Flow_Count_RollMean5,Flow_Count_RollStd5,Total_Packets_Prev,Total_Packets_RollMean5,Total_Packets_RollStd5,Total_Bytes_Prev,Total_Bytes_RollMean5,Total_Bytes_RollStd5,Total_Source_Bytes_Prev,Total_Source_Bytes_RollMean5,Total_Source_Bytes_RollStd5,Avg_Duration_Prev,Avg_Duration_RollMean5,Avg_Duration_RollStd5,Avg_Packets_Per_Flow_Prev,Avg_Packets_Per_Flow_RollMean5,Avg_Packets_Per_Flow_RollStd5,Avg_Bytes_Per_Flow_Prev,Avg_Bytes_Per_Flow_RollMean5,Avg_Bytes_Per_Flow_RollStd5,Flow_Count_Ratio5,Flow_Count_Z5,Total_Packets_Ratio5,Total_Packets_Z5,Total_Bytes_Ratio5,Total_Bytes_Z5,Total_Source_Bytes_Ratio5,Total_Source_Bytes_Z5,Avg_Duration_Ratio5,Avg_Duration_Z5,Avg_Packets_Per_Flow_Ratio5,Avg_Packets_Per_Flow_Z5,Avg_Bytes_Per_Flow_Ratio5,Avg_Bytes_Per_Flow_Z5
1,2011-08-10 09:51:53.048034,4803,42403.0,12683222.0,3124137.0,848.10401422132,8.828440557984592,2640.6874869872995,700.0,-12034.0,-16841542.0,-181629.0,-50.45019189201173,0,0,0,4103.0,4481.0,216.78099547700202,54437.0,60800.0,13046.170204315378,29524764.0,22924255.0,6307058.901574435,3305766.0,4233277.0,902539.8572162893,898.5542061133317,918.641444582688,39.84217739184175,13.26760906653668,13.575032713659358,2.7992345887645085,7195.896660979771,5167.016062097411,1614.7802611360726,1.0718589600533202,1.4853700588005425,0.6974177631578833,-1.4101456375230546,0.5532664856502425,-1.6237414553784368,0.7379949386728057,-1.228909716431724,0.9232154930759363,-1.770421070763094,0.6503439618566051,-1.6956750152455362,0.5110662431180584,-1.5645030075678272
1,2011-08-10 09:52:23.053904,4434,172122.0,154824482.0,5710146.0,894.4773929709066,38.81867388362652,34917.56472710871,-369.0,129719.0,142141260.0,2586009.0,46.37337874958666,0,0,0,4803.0,4512.4,254.70826449096623,42403.0,60507.2,13528.716576230221,12683222.0,22877802.4,6399383.929834036,3124137.0,4195032.2,953758.5135091586,848.10401422132,903.1770511758111,50.20796307408822,8.828440557984592,13.45234372667685,3.029637987364458,2640.6874869872995,5139.170563369171,1666.603492457747,0.982625653753882,-0.30780312588746983,2.8446531982970154,8.25021349002887,6.76745429010262,10.0,1.361168574582097,1.5885717176200587,0.9903677156161473,-0.1732724785487468,2.8856439197105104,8.37272646249185,6.794396935565109,10.0
1,2011-08-10 09:52:53.052430,4426,52538.0,28106918.0,3388677.0,848.5938862568911,11.870311793944872,6350.410754631722,-8.0,-119584.0,-126717564.0,-2321469.0,-45.88350671401554,0,0,0,4434.0,4483.2,253.38646372685338,172122.0,79085.2,52710.624433789126,154824482.0,48684255.2,59656047.19411953,5710146.0,4263264.4,1064512.5284729155,894.4773929709066,897.1274597391193,48.76403722379456,38.81867388362652,17.756165839646698,11.966098032347661,34917.56472710871,10996.38577953327,13472.989648164916,0.9872412562453187,-0.2257421298615019,0.6643215165416454,-0.5036404004916687,0.5773307588774614,-0.3449329643488074,0.7948549942152306,-0.8215848819126902,0.9459011392904109,-0.995273899461935,0.6685177363443989,-0.4918774716117872,0.5774998151165883,-0.34483623503221544
1,2011-08-10 09:53:23.051106,4284,32978.0,9747108.0,3412966.0,843.7509863765173,7.697945845004669,2275.235294117647,-142.0,-19560.0,-18359810.0,24289.0,-4.842899880373807,0,0,0,4426.0,4466.4,253.94940440961852,52538.0,77147.8,53654.82178425315,28106918.0,49292522.8,59369838.529301696,3388677.0,4006769.4,1095710.9671331213,848.5938862568911,893.200696990808,52.33292371665557,11.870311793944872,17.37080469510973,12.155006238621858,6350.410754631722,11154.91227635762,13397.451056843456,0.9591617409992479,-0.7182533088562457,0.42746520315549597,-0.8232214464826034,0.19774009213421717,-0.6660859416096028,0.8517999563438813,-0.5419343401788332,0.9446376264798815,-0.9449063247656428,0.4431542452796478,-0.7957921747974342,0.2039671167060373,-0.6627885367570382
1,2011-08-10 09:53:53.048878,4123,36520.0,11294536.0,2613592.0,859.1180261084162,8.85762794081979,2739.397526073248,-161.0,3542.0,1547428.0,-799374.0,15.3670397318989,0,0,0,4284.0,4410.0,257.58784909230474,32978.0,70895.6,57236.88429063873,9747108.0,46977298.8,60938222.76950916,3412966.0,3788338.4,1080279.7954473647,843.7509863765173,866.6960971877934,27.324774470528205,7.697945845004669,16.096596229419468,12.898845651500677,2275.235294117647,10675.95898476503,13726.019058757258,0.9349206349204229,-1.1141829904253033,0.5151236466014742,-0.6005847527521977,0.24042540308852328,-0.585556341788394,0.689904576634442,-1.087446423556884,0.9912563687491414,-0.2773333440418099,0.5502795630843109,-0.56121055198426,0.2565949841117045,-0.5782129126236091
1,2011-08-10 09:54:23.053635,4194,1041377.0,880544952.0,28458066.0,872.6207952682403,248.30162136385312,209953.49356223177,71.0,1004857.0,869250416.0,25844474.0,13.502769159824084,0,0,0,4123.0,4414.0,251.71710311379314,36520.0,67312.2,59056.829149557016,11294536.0,43331253.2,62761589.21811723,2613592.0,3649903.6,1195758.1025883958,859.1180261084162,858.8088611868103,20.724495155235502,8.85762794081979,15.214600004276088,13.285619889326883,2739.397526073248,9784.659157783724,14146.735435319943,0.9501585863160511,-0.8739970279241261,10.0,10.0,10.0,10.0,7.7969363355240375,10.0,1.016082663680632,0.6664545494259864,10.0,10.0,10.0,10.0
1,2011-08-10 09:54:53.071763,4374,49483.0,21812349.0,7355127.0,871.2644932432555,11.312985825331504,4986.819615912208,180.0,-991894.0,-858732603.0,-21102939.0,-1.3563020249847568,0,0,0,4194.0,4292.2,138.1564330749747,1041377.0,267107.0,436618.4810838863,880544952.0,216903599.2,375867911.46856266,28458066.0,8716689.4,11096466.207663964,872.6207952682403,863.7122173961943,20.457150716144454,248.30162136385312,63.10923616544979,104.31362136859826,209953.49356223177,51247.22037283262,89751.49931470722,1.0190578258233496,0.5920824544957447,0.18525534710808708,-0.4984305736664134,0.10056241150653991,-0.51904204707913,0.8437982199985236,-0.12270234275661686,1.0087439724643703,0.36917535347343783,0.17926038267193808,-0.4965434970050237,0.0973090750997247,-0.5154276096793782
1,2011-08-10 09:55:23.062914,4139,59141.0,37271356.0,5138640.0,842.9651159449143,14.288717081420632,9004.918096158492,-235.0,9658.0,15459007.0,-2216487.0,-28.299377298341252,0,0,0,4374.0,4280.2,124.71246930439618,49483.0,242579.2,446618.624326953,21812349.0,190301172.6,385932338.9838505,7355127.0,9045685.6,11009082.678023757,871.2644932432555,859.069637450664,13.007239919235598,11.312985825331504,57.60809855379078,106.61476676607953,4986.819615912208,45261.071350593316,92080.83899630292,0.967010887341487,-1.132204348020958,0.24380078753660558,-0.41072671404251887,0.19585457877520193,-0.39651980708049345,0.5680763434890993,-0.35489292925369814,0.9812535319551952,-1.2381198166949814,0.2480331314499246,-0.40631689948738225,0.1989550363579772,-0.39374264667473463
1,2011-08-10 09:55:53.057170,4102,34933.0,9396837.0,2364468.0,790.6241377530472,8.516089712335447,2290.7940029254023,-37.0,-24208.0,-27874519.0,-2774172.0,-52.340978191867066,0,0,0,4139.0,4222.8,105.37884038078971,59141.0,243899.8,445925.4360268093,37271356.0,192134060.2,384990075.2788283,5138640.0,9395678.2,10810300.534281906,842.9651159449143,857.9438833882687,14.318089957083556,14.288717081420632,58.091779611285936,106.36057529340329,9004.918096158492,45791.97281889867,91807.65695191489,0.9713933882729535,-1.1463401908992288,0.14322684971451333,-0.4686137706381843,0.04890771053408468,-0.4746543740579622,0.2516548512698104,-0.6504176435893194,0.921533625986961,-4.701726685074695,0.14659715658864692,-0.4661096441207306,0.050026104181733914,-0.47382952860627886
1,2011-08-10 09:56:23.058122,4391,49424.0,23916944.0,4170867.0,790.7842358802095,11.255750398542473,5446.810293782737,289.0,14491.0,14520107.0,1806399.0,0.160098127162314,0,0,0,4102.0,4186.4,110.2737502763008,34933.0,244290.8,445695.05588597234,9396837.0,192064006.0,385031589.65365374,2364468.0,9185978.6,10964437.885310594,790.6241377530472,847.3185136635748,33.86018391100774,8.516089712335447,58.2554083847521,106.26425149408269,2290.7940029254023,45795.08456066022,91805.81349398014,1.0488725396519565,1.8553826226595294,0.20231625587209917,-0.4372200171990571,0.12452590414051866,-0.43670978308884423,0.4540471060971119,-0.457397967178865,0.9332785996379807,-1.6696388280193803,0.19321382701516457,-0.4422903970521498,0.11893875393040856,-0.43949585250963163
1,2011-08-10 09:56:53.056437,4015,47011.0,25550251.0,2527136.0,797.6461027723536,11.708841843088418,6363.698879202989,-376.0,-2413.0,1633307.0,-1643731.0,6.861866892144121,0,0,0,4391.0,4240.0,134.2739736508902,49424.0,246871.6,444226.1229180472,23916944.0,194588487.6,383588734.27907324,4170867.0,9497433.6,10751112.154316954,790.7842358802095,833.6517556179333,40.95437373196323,11.255750398542473,58.73503287629662,105.99061458704718,5446.810293782737,46336.56711420212,91495.83952109759,0.9469339622639276,-1.6756784198799395,0.19042692638602338,-0.4499073550360989,0.1313040217082195,-0.44067570680274254,0.266086198275711,-0.6483327026963602,0.9568097198813577,-0.8791650210634172,0.1993502219969701,-0.4436825960108308,0.13733643373965837,-0.4368818128149044
1,2011-08-10 09:57:23.077300,3452,50465.0,48098765.0,1595241.0,810.3537114956547,14.619061413673233,13933.593568945538,-563.0,3454.0,22548514.0,-931895.0,12.707608723301064,0,0,0,4015.0,4204.2,168.98135991877905,47011.0,47998.4,8661.315477451388,25550251.0,23589547.4,9946543.32367582,2527136.0,4311247.6,2058062.9066225775,797.6461027723536,818.6568171187561,36.61496618087995,11.708841843088418,11.416476972143695,2.0484158616414607,6363.698879202989,5618.608177596366,2425.1429596454946,0.82108367822634,-4.451378544693294,1.0513892129737439,0.2847835304488316,2.0389863435870756,2.4640939874720647,0.3700184141592795,-1.3196907593350253,0.989857647978412,-0.22676808116814332,1.2805230061833741,1.563444464543328,2.4799012724364475,3.4286578274796717
1,2011-08-10 09:57:53.065211,3843,29606.0,10949659.0,1705357.0,712.6617566422067,7.703877179287016,2849.247723132969,391.0,-20859.0,-37149106.0,110116.0,-97.691954853448,0,0,0,3452.0,4019.8,346.833821880162,50465.0,48194.8,8714.366827253656,48098765.0,28846830.6,14620901.787725136,1595241.0,3159270.4,1450751.9096457472,810.3537114956547,806.4746607692358,21.92015227396523,14.619061413673233,12.077692089812041,2.492179753618801,13933.593568945538,7407.962968203031,4366.23825326827,0.9560177123237583,-0.5097542074791609,0.6142986380273263,-2.1331211284177893,0.3795792734332485,-1.2240812406677561,0.5397945677584292,-1.002179208128717,0.8836753233654835,-4.279756041392643,0.63786004158424,-1.7550158259728081,0.3846195958811244,-1.0440830253952982
1,2011-08-10 09:58:23.056309,3932,39483.0,18617035.0,2444046.0,656.2131708715666,10.04145473041709,4734.749491353001,89.0,9877.0,7667376.0,738689.0,-56.44858577064008,0,0,0,3843.0,3960.6,346.66309293029735,29606.0,42287.8,9421.009802560391,10949659.0,23582491.2,15539086.627098259,1705357.0,2472613.8,1031648.9401730549,712.6617566422067,780.4139889086944,38.71526467544857,7.703877179287016,10.760724109385317,2.75741916237164,2849.247723132969,6176.828893597927,4661.2581293539915,0.9927788718878471,-0.08250085048905952,0.9336735417779848,-0.2977175545701515,0.7894431017533889,-0.3195462075190992,0.9884463153930465,-0.027691396644296123,0.8408526502559917,-3.208058089621743,0.9331579015882351,-0.26084876340989016,0.7665340214069457,-0.30937557247971503
1,2011-08-10 09:58:53.048704,4409,75640.0,48651231.0,10148730.0,641.5954006461783,17.155817645724653,11034.527330460422,477.0,36157.0,30034196.0,7704684.0,-14.617770225388313,0,0,0,3932.0,3926.6,337.5445155827598,39483.0,43197.8,8727.18486683644,18617035.0,25426530.8,13894903.856973568,2444046.0,2488529.4,1030176.2247988386,656.2131708715666,753.5317955323983,66.52785381632476,10.04145473041709,11.065797113001647,2.521262527161821,4734.749491353001,6665.619991283446,4263.011011563496,1.122854377832954,1.4291448319511955,1.7510150979910608,3.7173728407286974,1.9134042069160295,1.6714545447066187,4.078203777700997,7.435815752295964,0.8514509997444976,-1.6825493152624476,1.5503463030256763,2.415464658955235,1.6554390056571615,1.0248407351811215
1,2011-08-10 09:59:23.051967,3949,35467.0,14048097.0,4940818.0,782.9332904322613,8.981261078754114,3557.3808559128893,-460.0,-40173.0,-34603134.0,-5207912.0,141.337889786083,0,0,0,4409.0,3930.2,343.7741991482199,75640.0,48441.0,17182.331521069515,48651231.0,30373388.2,17226609.280206796,10148730.0,3684102.0,3638217.1608864935,641.5954006461783,723.6940284855921,78.09348854127379,17.155817645724653,12.245810562438082,3.725492184179395,11034.527330460422,7783.1633986189845,4583.94997415012,1.0047834715787989,0.054687059257288194,0.7321690303668229,-0.7550779697208215,0.46251333264163136,-0.9476787297171474,1.3411186769530266,0.3454208323545443,1.0818567787128932,0.758568518995046,0.7334149938240244,-0.8762733409214678,0.45706105264906044,-0.9218648908769226
1,2011-08-10 09:59:53.073419,4247,32257.0,10817877.0,2284222.0,660.1964444666824,7.595243701436308,2547.1808335295505,298.0,-3210.0,-3230220.0,-2656596.0,-122.73684596557894,0,0,0,3949.0,3917.0,340.9596750350398,35467.0,46132.2,18169.734827452463,14048097.0,28072957.4,18733771.91170039,4940818.0,4166838.4,3606316.9944955995,782.9332904322613,720.7514660175735,74.81888014643208,8.981261078754114,11.700294409571223,4.012423725698568,3557.3808559128893,7221.8997939609635,4957.7632020104,1.0842481490934173,0.9678563893666271,0.6992296053515615,-0.7636435056297761,0.3853486772291401,-0.9210681373366749,0.548190685772695,-0.5220329779310798,0.9159834916654465,-0.8093548236964563,0.6491497935790402,-1.0230850447872712,0.3527023229620522,-0.9429088824845135
1,2011-08-10 10:00:23.074882,4019,26517.0,8223557.0,1837216.0,655.7597314426474,6.597909927842747,2046.1699427718336,-228.0,-5740.0,-2594320.0,-447006.0,-4.43671302403493,0,0,0,4247.0,4076.0,240.45997587956288,32257.0,42490.6,18894.435829098973,10817877.0,20616779.8,15988658.07160654,2284222.0,4304634.6,3494934.9570965227,660.1964444666824,690.720012611779,58.138555575145745,7.595243701436308,10.295530867123835,3.9643288858069385,2547.1808335295505,4944.617246877766,3506.912777017529,0.9860157016680604,-0.2370456862572092,0.6240674407986562,-0.8454129112126495,0.39887688959068185,-0.7751258888954856,0.4267995244009793,-0.7059984320995345,0.9493857416438715,-0.6013269649147559,0.6408518426447194,-0.9327230522135942,0.41381766082368765,-0.8264954073280671
1,2011-08-10 10:00:53.047463,3794,44975.0,24353396.0,2938650.0,651.8132172569847,11.854243542435425,6418.92356352135,-225.0,18458.0,16129839.0,1101434.0,-3.9465141856627497,0,0,0,4019.0,4111.2,208.59578135715006,26517.0,41872.8,19462.99961978983,8223557.0,20071559.4,16440811.781271342,1837216.0,4331006.4,3470832.5573242903,655.7597314426474,679.3396075718672,58.33862273704899,6.597909927842747,10.074337416834982,4.170572895899661,2046.1699427718336,4784.001690805539,3642.6359086454718,0.9228449114611493,-1.5206443674686831,1.0740862803538078,0.15938961417054873,1.2133285468591943,0.260439487840721,0.678514351768217,-0.40115919653392484,0.9594806632661559,-0.4718381926580785,1.1766772394827085,0.42677736838591096,1.3417477623088336,0.44882934054293516
1,2011-08-10 10:01:23.069908,3439,77918.0,61865203.0,2922663.0,792.1368936783949,22.657167781331783,17989.30008723466,-355.0,32943.0,37511807.0,-15987.0,140.32367642141023,0,0,0,3794.0,4083.6,244.30677436370846,44975.0,42971.2,19449.37984101136,24353396.0,21218831.6,16513922.035991346,2938650.0,4429927.2,3410125.537792512,651.8132172569847,678.4596168489509,58.80598987852996,11.854243542435425,10.43689517923865,4.2451282963398045,6418.92356352135,5120.836505239209,3714.1096086907064,0.8421490841412376,-2.638485984173823,1.8132609747923771,1.7968079335007212,2.9155800925438324,2.461339669123608,0.6597541828678357,-0.441996689944647,1.1675520163694357,1.9330900995344777,2.1708724088971545,2.87865801600176,3.5129612259297884,3.464750623374403
1,2011-08-10 10:01:53.061749,3490,27310.0,11424243.0,1511570.0,713.623686865616,7.825214899713467,3273.422063037249,51.0,-50608.0,-50440960.0,-1411093.0,-78.51320681277889,0,0,0,3439.0,3889.6,300.07798986263543,77918.0,43426.8,20408.96852366476,61865203.0,23861626.0,22110561.073757622,2922663.0,2984713.8,1187408.499594256,792.1368936783949,708.5679154553942,72.22115754509655,22.657167781331783,11.537165206360076,6.523469738288208,17989.30008723466,6511.7910565940565,6635.704252500981,0.897264500205446,-1.331653815001861,0.6288743356636771,-0.7896920406002558,0.47877051630932443,-0.562508701543606,0.5064371666053876,-1.2406377421951922,1.0071351966395,0.07000402073305033,0.6782614931024313,-0.5690147199259682,0.5026915075418413,-0.4880218994593959
1,2011-08-10 10:02:23.057812,3742,63641.0,46327443.0,2675260.0,680.5125334981293,17.007215392838056,12380.396312132549,252.0,36331.0,34903200.0,1163690.0,-33.111153367486736,0,0,0,3490.0,3797.8,344.31192253536614,27310.0,41795.4,21501.101606660504,11424243.0,23336855.2,22430525.330883626,1511570.0,2298864.2,638673.7087031904,713.623686865616,694.7059947420651,59.99618735470586,7.825214899713467,11.305955970551945,6.655848374199451,3273.422063037249,6454.999298018929,6668.445307790439,0.9853072831636775,-0.16206235203518576,1.5226795293261575,1.016022360139527,1.9851622081453375,1.0249687629181492,1.1637312025651618,0.589339744020872,0.9795691107427609,-0.23657272019279252,1.5042704425553772,0.856578921408387,1.9179547108440793,0.8885724843825833
1,2011-08-10 10:02:53.057955,4150,887800.0,815373459.0,23765174.0,650.812504939759,213.9277108433735,196475.53228915663,408.0,824159.0,769046016.0,21089914.0,-29.700028558370263,0,0,0,3742.0,3696.8,236.92340534442766,63641.0,48072.2,22574.585017225432,46327443.0,30438768.4,23087714.932369392,2675260.0,2377071.8,660017.7432279281,680.5125334981293,698.7692125483545,57.71950834763553,17.007215392838056,13.188350308832298,6.674938231051742,12380.396312132549,8421.642393739528,6677.827314810265,1.1225925124428904,1.9128544912616252,10.0,10.0,10.0,10.0,9.997667718745388,10.0,0.9313697473381338,-0.8308578673076857,10.0,10.0,10.0,10.0
